Date_time,PM25,PM10,NO2,O3,Pollution_peak,ATMO,sin_Month,cos_Month,sin_day,cos_day,confinement
2018-07-12,15.27,37.08,55.75,91.0,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0
2018-07-13,19.76,53.91,63.67,115.5,0,2,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0
2018-07-14,21.53,49.5,76.0,139.5,0,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0
2018-07-15,20.66,47.42,88.75,139.5,0,2,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,0
2018-07-16,16.02,44.6,73.5,136.5,0,2,1.2246467991473532e-16,-1.0,-0.7818314824680297,0.6234898018587336,0
2018-07-17,11.16,34.86,44.5,86.5,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,0
2018-07-18,11.87,44.96,68.25,105.5,0,2,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0
2018-07-19,14.93,56.11,79.75,140.0,0,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0
2018-07-20,13.68,36.26,56.75,114.0,0,2,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0
2018-07-21,15.37,37.05,50.25,102.0,0,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0
2018-07-22,21.1,49.18,83.0,151.0,0,2,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,0
2018-07-23,20.39,57.13,92.25,182.0,0,2,1.2246467991473532e-16,-1.0,-0.7818314824680297,0.6234898018587336,0
2018-07-24,16.39,50.93,92.75,116.0,0,2,1.2246467991473532e-16,-1.0,0.0,1.0,0
2018-07-25,19.96,59.19,79.0,150.5,0,2,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0
2018-07-26,26.05,67.69,164.0,214.0,0,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0
2018-07-27,23.44,63.18,110.0,193.0,0,2,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0
2018-07-28,10.87,32.39,39.75,90.5,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0
2018-07-29,7.53,28.86,30.25,78.0,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,0
